gene_name	WP3_D12_1	WP3_D12_2	WP3_D16_1	WP3_D16_2	PKD_10_D12_1	PKD_10_D12_2	PKD_10_D16_1	PKD_10_D16_2	PKD_11_D12_1	PKD_11_D12_2	PKD_11_D16_1	PKD_11_D16_2
RPSAP15	32.2516	40.1074	20.5949	13.5517	22.3231	13.46	9.13272	7.367	10.8448	8.33984	16.4587	16.3346
NONOP2	16.6296	8.89838	14.1238	23.7585	14.3842	12.147	13.9085	18.4648	14.1635	23.8739	20.274	33.9159
LINC00857	38.0105	47.8288	44.7254	39.9143	23.6312	18.2205	13.9085	7.3859	36.294	47.7477	39.3555	23.3903
ENSG00000237550	3330.4	3399.36	2814.19	3002.53	3216.22	2927.87	2754.09	2672.4	2735.36	2778.05	2898.31	3407.96
TIAM1-AS1	29.2998	25.5828	14.1238	18.0565	12.3293	19.9558	3.97387	8.30914	16.8192	11.9369	9.54072	12.8646
PDE7B-AS1	4.75132	11.164	3.53095	4.7517	3.08233	2.60294	0.993468	0	2.65566	0.918226	2.38518	4.67805
LINC02245	7.91886	4.44919	4.70794	4.7517	18.494	15.6176	34.7714	27.6971	31.8679	17.4463	27.4296	36.2549
KIFC1	1354.13	1345.88	657.934	605.367	136.651	157.044	237.439	96.0167	88.522	63.3576	175.311	138.002
C2orf74	121.158	131.251	87.0968	102.637	39.0429	38.898	26.9827	25.8505	37.3571	50.5024	38.1629	56.9876
ENSG00000237669	7.91886	6.67378	0	0.950341	12.3293	9.5441	5.96081	1.84648	12.3931	5.50935	3.57777	12.8646
PRKCIP1	17.4215	5.56148	1.17698	5.70204	5.13722	6.94116	4.96734	2.76971	0.88522	1.83645	3.57777	11.6951
DCTN1-AS1	13.4621	7.78608	2.35397	9.50341	3.08233	2.60294	1.98694	3.69295	1.77044	3.6729	2.38518	1.16951
SLC20A1-DT	16.6296	14.4599	7.0619	23.7585	18.494	11.2794	24.8367	12.9253	19.4748	13.7734	23.8518	10.5256
BANF1P3	5.5432	3.33689	1.17698	1.90068	5.13722	1.73529	0	1.84648	0.88522	0.918226	13.1185	1.16951
FAM200B	391.984	411.55	370.75	380.136	516.743	480.666	526.537	542.864	562.999	597.765	508.044	599.682
ENSG00000237773	4.75132	0	3.53095	5.82294	2.05489	12.2091	13.9085	9.24833	7.10976	7.44969	3.57777	4.67805
ENSG00000237788	0.791886	0	1.17698	0.950341	1.02744	0	0.993468	11.0789	0	0	3.57777	3.50854
LINC02984	383.272	422.673	417.83	643.381	142.815	149.235	146.04	158.797	113.308	96.4137	161	139.172
ST13P7	4.75438	14.4776	2.35397	3.42736	22.6478	1.73529	10.0377	2.27487	0.88522	5.50935	7.72626	13.3589
PHKA2-AS1	1.58377	5.99E-22	10.9011	1.09E-26	3.08233	1.70E-13	2.9804	0.923238	8.62E-29	2.01726	1.19259	16.6009
SMU1P1	4.75132	15.6494	2.35397	6.65238	6.16466	0.867645	0.993468	2.76971	6.19654	0.918226	3.57777	1.16951
LINC01473	3.16754	3.33689	8.23889	16.1558	12.3293	12.147	2.9804	15.695	6.19654	2.75468	13.1185	8.18659
DGUOK-AS1	0	5.56148	7.0619	9.50341	2.05489	0	6.95427	6.46266	11.5079	5.50935	13.1185	11.6951
LINC01238	3.16754	2.22459	10.5929	1.90068	6.16466	0.867645	4.96734	4.61619	2.65566	5.50935	22.6592	12.8646
PRKCQ-AS1	53.8483	62.2886	32.9555	33.2619	56.5094	50.3234	64.5754	31.3901	49.5723	55.0935	69.1702	35.0854
LINC00649	38.0105	44.4919	47.0794	47.517	6.16466	3.47058	14.902	11.0789	58.4245	71.6216	65.5925	47.95
LINC02918	18.2134	11.123	12.9468	19.9572	10.2744	11.2794	16.889	14.7718	7.08176	8.26403	4.77036	8.18659
MTCO1P12	695.85	1133.24	444.187	673.916	699.432	457.298	555.242	700.748	234.382	346.199	875.858	863.672
FLG-AS1	12.6702	10.0107	1.17698	3.80136	6.16466	3.47058	0	0	0	1.83645	4.77036	0
EIF4HP2	9.50263	7.78608	8.23889	1.90068	10.2744	13.0147	6.95427	0.923238	4.4261	4.59113	10.7333	11.6951
PTENP1	9.74356	28.322	3.59311	13.0152	23.0881	8.76783	18.0895	10.3418	5.21451	12.1463	9.71053	7.14575
OR2I1P	1.58377	1.15555	5.89505	3.06722	6.17E-36	8.12466	2.37875	0	7.14518	14.0326	5.65493	1.28479
RPL35P1	5.79319	7.78382	2.35397	5.70204	12.0553	0.867645	1.98694	5.93048	0	0.918226	0	2.6314
PSME2P1	4.75132	6.30129	7.0619	14.2551	3.08233	8.67645	1.98694	4.61619	3.54088	8.26403	4.01617	11.6951
ENSG00000238009	8.60482	4.51065	1.25E-14	1.90783	9.79359	2.60072	2.33515	2.88371	9.44462	12.735	4.70627	19.3775
ENSG00000238035	88.6921	89.1815	60.3321	88.1226	139.793	95.9691	98.3345	107.492	76.3517	95.0985	104.581	133.641
ENSG00000238039	1.59205	2.24091	0	3.80136	12.3293	1.73529	4.00014	4.61619	0.88522	5.90765	1.26996	5.88003
MVP-DT	38.6645	21.5313	7.98252	24.3297	21.3097	35.7839	34.0711	43.322	30.6845	50.3519	45.0962	33.0757
CAMSAP1-DT	7.91886	8.89838	3.53095	4.7517	12.3293	15.6176	8.94121	2.76971	15.934	10.1005	3.57777	5.84756
LRRC37A2	1035.63	1193.62	965.382	893.326	1244.26	1227.03	1002.76	1195.07	1300.39	1253.68	1229.18	1329.98
ENSG00000238084	8.57926	4.45228	2.35397	7.60273	5.99411	3.47058	7.94774	1.3863	1.47811	1.51775	1.19259	5.15687
RPL9P7	2.70523	16.4588	2.57723	3.15945	2.38737	3.87351	4.42595	0	4.84929	3.02978	9.41142	1.30339
LINC01410	95.0263	94.5453	84.7428	96.9347	21.5763	40.7793	29.804	28.6204	54.7991	41.3202	71.5554	63.1537
ENSG00000238142	48.2278	50.0534	30.6016	48.5987	43.1526	30.3676	44.6421	41.5457	53.038	47.7477	53.6666	57.3061
TUBAP8	2.95E-10	3.91E-09	9.58167	9.8581	0	1.46E-06	0	3.32883	2.12783	0	1.43334	1.56E-15
AHCYP2	0	4.44919	15.3008	0	0	0	0	0	0	0	0	0
ENSG00000238186	1.70799	12.5698	8.54251	6.10282	4.10977	0.940103	1.02685	2.76971	0	1.01525	0	1.16951
PAXBP1-AS1	93.4426	103.444	85.9198	75.0769	91.4425	81.5586	101.334	107.91	94.7185	94.5773	96.5734	121.629
LRIG2-DT	0.791886	0	0	0.950341	14.3842	2.60294	0.993468	1.84648	2.65566	3.6729	7.15554	11.6951
TMEM250	605.003	620.665	640.279	637.678	627.768	609.088	653.702	663.81	738.272	703.359	622.531	632.709
OR7E7P	13.4621	10.0107	10.5929	8.55307	17.4665	21.6911	10.9281	18.0436	15.0487	12.8552	13.1185	19.8817
LINC02778	9.50263	10.0107	9.41587	10.4537	7.19211	6.07352	15.8955	19.388	0.88522	8.26403	17.8889	1.16951
MYO5BP2	11.8231	1.22E-11	7.34E-16	6.92436	5.94717	4.86278	2.27615	8.19848	7.89719	11.5744	4.15863	0.101608
LINC02944	164.712	170.181	115.344	146.352	215.763	209.97	180.811	142.179	140.75	143.243	101.37	92.3915
SLC35E1P1	7.91886	1.1123	3.53095	1.90068	7.19211	11.2794	2.9804	3.69295	9.73742	11.9369	4.77036	3.50854
NCK1-DT	45.1375	42.2673	36.4865	38.0136	62.674	49.4558	49.6734	33.2366	50.4575	56.93	64.3999	61.9842
RPS20P22	10.2945	7.78608	4.70794	2.85102	8.21955	4.33823	2.9804	3.69295	9.73742	15.6098	7.15554	18.7122
ENSG00000239246	14.6261	10.0186	4.70794	9.21313	9.252	3.47129	2.9804	2.77138	0	4.21459	2.38601	5.33E-12
TXNDC5	3168.04	3365.18	2771.06	2578.4	2396.71	2120.82	1954.25	1517.85	1906.9	2089.84	1826.37	1908.15
CASTOR1	53.0532	49.1697	64.3932	75.7385	49.4029	64.0388	75.9649	66.745	50.4575	64.689	105.899	101.571
RNF103	797.664	800.46	1076.65	1129.21	988.847	890.611	1084.37	1196.79	834.542	775.629	1114.37	1102.42
RBM14	1460.44	1616.83	1022.18	960.955	1243.08	1299.14	865.96	850.348	1127.43	1247.77	823.919	882.229
ALKBH6	172.591	172.406	176.54	174.863	139.959	214.307	182.746	130.176	174.764	170.204	116.333	172.272
ASB14	3.16754	4.44919	18.8317	8.55307	4.10977	2.60294	5.96081	8.30914	5.31132	8.26403	22.6592	9.3561
PCDHA13	2.23176	11.8858	8.10E-12	9.99792	6.3215	2.77E-06	22.5166	7.7312	3.5409	12.8969	23.2052	7.37153
TMED10P2	9.50263	2.22459	3.53095	12.3544	7.19211	6.94116	20.8628	13.8486	12.3931	22.0374	21.4666	23.3903
ENSG00000239407	31.6754	28.9197	27.0706	25.6592	52.3996	40.7793	16.889	20.3112	26.5566	32.1379	32.1999	24.5598
ENSG00000239415	30.8836	16.6845	24.7167	19.0068	13.3568	21.6911	32.7844	23.0809	37.1792	28.4671	23.8518	24.5598
KLHL41	6.0034	11.0419	14.1238	1.09504	16.8451	20.189	21.8361	11.0073	9.86506	10.7726	2.69756	4.64486
MYLK-AS1	15.8377	17.1963	12.9468	21.6682	16.4391	21.6911	26.8236	15.695	8.8522	16.5281	31.0074	23.2416
HOXB-AS2	22.1728	30.032	34.1325	26.6095	36.988	27.7646	29.804	16.6183	38.0644	14.6916	32.1999	61.9842
UPK3BL3P	8.13E-11	5.16951	4.13623	2.87E-32	4.26581	7.71097	10.7282	2.47302	7.13022	0.998128	5.29224	8.58269
RPL37P2	9.50263	2.22459	1.17698	8.37E-24	6.18922	0	3.61E-15	6.2778	0	1.85857	4.30157	1.16951
KMT2E-AS1	7.91886	8.89838	14.1238	21.8578	18.494	14.75	39.7387	25.8507	21.2453	19.2827	28.6222	36.2549
ENSG00000239572	28.5079	34.4812	32.9555	49.4177	2.05489	0.867645	5.96081	12.0021	6.19654	0	2.38518	3.50854
RPSAP41	11.1648	12.943	0.0127839	6.91E-07	0.0114402	4.93019	1.24396	1.57845	0.0208616	9.75283	6.23889	0.854709
TFAP2E-AS1	0.791886	11.123	3.53095	2.85102	2.05489	1.73529	2.9804	5.53943	1.77044	2.75468	13.1185	3.50854
PSMD6-AS2	26.4465	20.6664	21.1857	18.1108	18.494	16.8908	13.9085	8.78954	14.3377	28.7689	26.237	21.8001
NME1	1345.69	1236.37	1185.3	945.889	906.837	1096.3	631.309	593.225	920.306	984.321	632.348	604.733
TNFSF12	77.5118	74.3652	48.2456	34.2104	30.5657	22.5298	36.694	40.5848	21.0884	42.1062	38.1612	28.3706
CDRT4	0.785597	0.341818	0.342305	1.34028	1.39794	12.9923	0.697981	0.0259082	0.0684316	0.694716	1.54353	1.7672
APOBEC3G	16.6296	11.123	29.4246	31.3612	1.06535	4.33823	15.8955	4.61619	3.66449	6.42758	21.4666	13.1718
TLR9	2.19019	5.08232	1.96466	1.66477	15.9402	3.9915	6.47531	3.61852	3.19E-06	6.08167	9.80942	4.49943
WBP1	868.85	863.418	879.825	987.633	1088.5	1209.52	901.86	726.948	1068.65	1190.64	871.544	822.069
MRPS17	430.78	397.312	400.309	450.089	312.008	384.823	381.34	454.921	377.817	421.463	364.816	347.314
GET4	731.394	724.382	892.52	881.183	817.934	717.172	971.205	1179.05	797.485	752.558	961.37	1052.35
PARGP1	37.9975	33.6109	36.1737	44.944	36.3204	41.8456	39.4546	37.4484	40.2515	37.021	51.5137	53.8899
C1orf226	289.402	281.088	275.076	219.529	334.947	272.692	241.012	215.116	332.073	335.189	299.34	323.985
ADSL	1018.56	1000.69	959.135	842.747	867.828	900.908	775.736	745.357	933.146	976.66	740.055	915.94
ENSG00000239920	2.37768	1.1123	3.53095	2.85102	12.352	6.08089	1.99466	0	3.54088	5.50935	2.39564	7.02067
ENSG00000239945	9.19334	12.0725	15.9746	7.73617	5.40E-08	7.03097	1.44122	16.8472	8.90204	8.94382	6.27087	8.86E-05
ENSG00000239989	1.76E-24	0.00225063	2.79163	1.05E-28	2.74E-06	10.1288	2.00E-13	0.797212	1.22205	4.49726	1.45E-18	1.73E-14
ENSG00000240036	6.33509	18.1325	2.35397	5.70204	8.97354	7.80881	8.94121	8.30914	4.4261	5.00626	8.34813	9.3561
AMY2B	85.2068	93.4692	104.449	82.2193	182.852	109.839	207.295	202.837	84.4275	91.4045	285.026	304.503
LY6G5B	90.3508	81.4788	113.971	58.9758	117.463	128.792	122.001	117.369	84.3904	117.367	163.203	174.38
NEPRO-AS1	8.71075	2.22459	3.53095	4.7517	10.2744	12.147	5.96081	0.923238	10.6226	12.8552	17.8889	24.5598
PSMB9	33.2592	33.3689	17.6548	32.3116	5.13722	6.07352	19.8694	8.30914	3.54088	8.26403	23.8518	14.0342
ENSG00000240086	49.0969	46.7165	25.8936	19.9572	52.3996	24.2941	21.8563	20.3112	65.5063	51.4206	62.0147	59.6451
RPSAP12	12.2257	11.5467	1.28366	11.8928	10.6081	4.61522	2.45884	9.32149	1.0415	4.39188	5.38873	10.2221
ETF1P2	1.58377	4.44919	5.88492	0.950341	1.02744	0.867645	10.9281	0	6.19654	0	2.38518	11.6951
ERICH6-AS1	12.6702	17.7968	10.5929	7.60273	15.4117	11.2794	8.99861	13.8486	14.1635	19.3696	20.274	18.7122
PCDHGC3	514.755	432.726	489.032	441.968	262.383	291.521	166.154	133.367	251.485	274.385	199.363	208.928
SMKR1	17.4215	17.7968	27.0706	12.3544	6.16466	8.67645	28.8106	10.1556	10.6226	8.26403	32.1999	26.8988
ENSG00000240207	40.3943	34.4812	28.2476	40.0701	64.4523	37.3087	29.804	40.6225	26.5566	35.8108	27.4296	30.4073
ENSG00000240219	6.33509	4.44919	10.5929	5.70204	5.13722	3.47058	9.93468	11.0789	5.31132	7.34581	8.34813	18.7122
ZNF542P	53.599	54.6297	1.86238	0.693181	1.44578	61.3009	35.566	28.3376	14.5651	22.8155	0.611641	7.72851
COX19	348.511	314.787	394.353	313.706	364.713	425.403	430.237	493.751	416.075	424.337	352.308	410.561
ENSG00000240240	17.2818	18.5241	2.48186	5.2287	15.374	19.097	10.0093	10.6786	3.39949	11.1967	4.68891	2.66483
ENSG00000240241	41.97	73.4116	278.945	187.217	85.2778	143.161	248.367	232.656	86.7515	97.3319	100.178	120.46
GHRLOS	25.3404	23.3582	20.0087	32.3116	48.2899	32.9705	26.8236	13.8486	22.1305	37.6473	33.3925	33.9159
ENSG00000240291	8.71075	8.89838	18.8317	8.55307	8.21955	11.725	14.902	9.23238	28.327	10.1005	23.0168	10.5256
ACAD11	176.621	180.339	123.819	136.371	212.66	172.94	173.28	180.025	181.247	156.167	200.298	140.175
RPS2P5	2206.7	2251.4	1531.4	1777.19	1690.02	1761.87	1268.51	1301	1464.11	1606.15	1433.65	1554.07
PPIL3	466.421	494.972	344.856	274.648	309.261	350.529	389.439	351.754	362.94	381.982	368.51	346.176
RPL23AP7	57.3794	80.8808	76.885	76.3533	113.281	81.864	130.824	107.619	147.695	106.264	133.371	126.945
RPL13P5	47.7453	48.2387	22.3627	39.7026	50.6244	72.2108	28.8106	40.3798	62.0111	81.8017	44.1258	58.4766
ENSG00000240376	28.2406	40.0427	8.2402	19.9685	23.6312	16.4853	4.96734	12.9253	6.19654	2.75504	14.4752	15.525
RPL9P3	5.5432	13.3476	0	5.70204	4.4397	5.20587	0	2.76971	0	0.918226	2.38518	3.50854
RPL5P23	16.6296	14.4599	2.53997	18.504	13.2142	10.4117	15.8955	11.0789	4.4261	7.34581	19.0814	23.3903
LRRFIP1P1	77.9532	78.8231	61.8596	108.024	83.2231	64.5436	80.9839	57.9505	46.4196	61.7903	77.034	78.1049
FOXO3B	188.942	177.72	199.024	209.493	350.749	315.847	288.569	235.736	332.364	359.974	252.729	275.099
SETP14	38.457	52.278	14.5065	16.1592	48.7527	13.8241	29.5541	12.0318	14.0602	10.1024	23.3229	26.9221
CDKN2B-AS1	19.0053	11.3117	24.7167	4.85933	4.12388	6.28125	10.0577	10.1556	11.5079	13.7734	11.9259	24.7128
RPL34P18	11.0864	24.4705	3.53095	4.7517	11.3019	9.5441	5.96081	4.61619	3.54088	4.59113	10.7333	11.6951
RPL7AP10	2.37566	4.44919	2.35397	10.4537	4.10977	5.20587	0.993468	7.3859	6.19654	4.59113	3.57777	9.3561
L1TD1	199.555	182.417	142.415	83.63	3.08233	17.3529	5.96081	9.23238	12.3931	17.4463	15.5037	24.5598
AQP1	15.8377	6.67378	14.1238	12.3544	12.3293	17.3529	32.7844	35.083	9.17257	25.7103	36.9703	28.6427
ENSG00000240591	4.02534	7.92108	11.9936	2.87254	0	6.97022	9.05283	2.80099	1.77778	6.51166	12.0389	22.4095
KRT8P36	21.7369	53.2838	23.5397	22.8478	18.2505	12.147	16.889	17.6099	5.31132	2.75468	26.6151	9.3805
ISY1	625.392	616.805	525.77	569.973	563.105	557.247	524.239	496.782	499.666	575.904	451.402	496.436
ENSG00000240731	4.75132	1.1123	14.1238	12.3544	2.05489	3.47058	10.9281	8.30914	7.96698	9.18226	13.1185	2.33903
KRBOX1	0.903132	0	8.45345	2.80637	7.64E-14	2.60294	13.6283	4.61619	0	1.35412	2.74087	12.2913
HILPDA-AS1	2.47278	6.11E-08	4.70794	12.3544	3.20834	10.4117	3.03E-08	17.5415	17.7044	2.80E-08	3.72406	3.65198
ARHGEF25	15.8377	16.6135	20.0087	22.8082	21.5763	19.9558	26.8236	4.61619	25.6714	11.9369	21.4666	16.3732
ENSG00000240801	3.54652	2.49969	3.89115	9.47431	34.8525	34.6158	17.4359	35.225	21.8767	18.8834	30.5974	27.5829
CAP1P1	6.46392	13.3476	9.41587	8.55307	11.3019	5.20587	1.98694	5.53943	3.54088	0.918226	5.96295	8.18659
RPL9P25	10.122	9.20852	1.70186	6.78361	0.0611875	6.07344	6.32798	5.10559	1.52655	0.0629555	1.08148	9.26657
PEDS1	1255.58	1397.34	1314.35	1308.12	1456.46	1323.6	1392.76	1589.92	1663.23	1581.48	1423.5	1367.32
RDH14	494.137	535.014	474.324	475.172	426.389	388.705	441.1	406.225	424.021	416.874	335.118	368.396
LINC03014	321.505	338.138	310.724	348.775	165.419	191.75	271.217	236.349	99.1446	131.306	182.466	219.868
LINC00886	14.254	12.2353	18.8317	12.3544	9.24699	19.0882	25.8302	24.0042	8.8522	18.3645	16.6963	19.8817
NDUFB2-AS1	19.7972	12.61	15.7441	17.2411	15.4117	10.4117	12.9151	26.7739	15.0487	12.8552	10.7399	29.2378
PLCXD2	29.8584	27.7635	55.495	54.4629	18.6435	22.7322	62.1442	32.6326	63.39	41.4604	68.2289	88.2632
RPL15P2	18.2189	34.4885	5.91207	6.65238	25.6916	13.0147	9.93468	5.53943	3.54088	5.50935	12.9259	14.0342
MIF	1512.27	1499.93	1508.36	1423.2	1284.87	1460.16	1182.28	1108.49	1729.58	1833.89	1356.87	1285.84
GPR199P	0.484086	4.49626	0.000387338	0.00404863	4.56E-11	11.8044	1.54E-06	0.00249204	0.00380091	2.833	6.93E-05	2.11E-05
TPM3P9	147.291	127.914	129.196	134.948	197.269	203.897	135.939	111.712	149.518	178.996	112.103	113.359
NSUN6	196.388	215.786	143.592	189.118	171.583	187.411	176.837	197.573	228.387	186.4	184.852	199.987
RPL5P1	30.0939	53.3955	13.9378	21.4103	33.9125	15.6176	14.9037	11.0789	6.19714	10.1005	26.237	35.0854
CYP51A1P1	6.33509	13.3476	2.35397	8.55307	0	3.47058	1.98694	4.61619	2.65566	4.59113	2.38746	2.33903
PRICKLE2-AS1	1.41E-14	3.90E-14	2.71E-15	7.76052	4.05534	7.78E-16	2.0628	2.94E-16	5.24907	9.99E-14	4.70952	19.467
YAE1	203.515	191.315	138.884	150.154	248.641	208.235	170.876	207.729	202.715	194.664	203.933	189.461
ADAMTS9-AS1	11.8783	14.4668	16.4778	6.65238	33.9056	31.2352	38.7496	24.0042	36.294	43.1566	26.237	22.2207
RPL31P46	10.2945	3.33689	5.88492	12.3544	1.02744	9.5441	5.96081	2.76971	5.31132	2.75468	1.19259	2.33903
ENSG00000241255	8.71075	3.33689	1.17698	0.950341	5.13722	1.73529	2.9804	0.923238	2.65566	0	1.19259	3.50854
CRCP	1149.88	1167.11	996.904	1181.95	1100.96	951.272	859.124	860.457	1027.12	1060.12	831.232	901.699
LINC02614	7.91886	8.89838	8.23889	2.85102	11.3019	11.2794	8.94121	8.30914	14.1635	8.26403	8.34813	17.5427
WWTR1-AS1	6.35545	4.49878	4.43738	11.5931	17.7173	13.478	17.1977	8.92238	13.2739	11.6867	13.1297	16.4416
SUCLG2-DT	243.901	242.481	131.822	164.409	95.5523	110.191	133.125	101.556	105.341	103.76	94.2147	105.256
FBXW10B	46.0151	73.743	131.601	105.133	52.7061	52.6841	91.566	124.677	40.3857	31.5486	33.3642	39.8641
RPL36A	2515.5	2490.56	2616.12	2637.17	1848.77	2272.89	1730.37	1834.66	2325.76	2631.53	2064.79	1955.05
ENSG00000241352	3.16754	13.3476	5.88492	11.4041	12.3293	5.20587	3.97387	5.53943	1.77044	7.34581	7.15554	5.84756
PDXP	97.8659	116.862	34.3694	36.0554	51.4908	40.0203	44.8865	59.2043	59.67	29.1028	51.0312	69.7298
RPP21	147.154	147.005	151.831	157.757	126.376	152.706	152.678	105.249	172.618	173.545	113.405	150.867
HNF1A-AS1	43.5537	44.4919	43.5484	39.9143	27.741	58.1322	31.791	27.6971	35.4088	22.0374	10.7333	16.3732
CD302	10.0585	4.82004	9.1664	7.37646	12.2815	5.45874	12.7048	10.903	0.965342	9.61598	26.5342	19.3732
EGFL8	57.6872	66.3408	78.4594	65.8037	76.5989	136.908	76.3219	104	97.6242	133.123	135.393	178.421
EEF1A1P25	35.6349	61.1763	23.5397	25.6592	29.7959	16.4853	29.804	23.0809	10.6226	13.7734	27.4296	47.95
ATP5MF	891.935	894.203	980.262	864.692	662.472	768.333	741.042	764.938	785.114	799.258	652.2	744.982
PTPRG-AS1	125.387	104.603	23.6832	39.1705	38.7293	28.2384	28.5905	22.1576	38.0644	46.8165	31.0074	50.3023
HSPA8P9	10.1812	8.01498	1.17698	0	5.13722	0.867645	1.98694	0.923238	2.65566	0.918226	2.38518	0
ARHGAP8	707.075	691.568	857.429	809.395	799.351	747.71	783.949	620.988	846.717	838.112	797.997	838.535
ENSG00000241489	133.857	189.325	273.678	165.189	147.889	341.746	300.826	282.799	282.103	309.998	407.667	423.231
ENSG00000241494	8.71075	3.57973	3.53095	6.65238	8.89889	3.47058	1.98694	4.61619	5.31132	2.75468	10.7333	4.79966
PSMC1P1	59.9947	77.7663	32.9054	39.1208	48.7563	46.7177	46.1545	30.7815	49.2245	35.8024	43.7799	40.4748
ARPC4	2062.69	1906.03	2351.65	2329.54	1948.76	2595.82	1928.97	2085.31	2764.82	2660.81	1718.97	1739.23
RPL29P26	9.17965	18.8444	2.35397	8.55522	8.22456	6.81624	2.11006	7.24584	4.42964	4.88145	2.38518	11.2348
UBQLN4P1	11.2689	18.0651	4.76093	6.73748	9.47915	3.49473	8.03479	4.65791	1.79325	2.80248	12.1054	2.36806
UGT1A1	131.728	154.573	221.494	164.786	61.0541	86.065	48.5713	32.3976	40.6389	74.9361	8.99611	37.8305
ADAMTS9-AS2	41.97	23.3582	52.9643	52.2687	36.988	51.1911	95.3729	76.6287	46.0314	39.4837	128.8	135.663
ARPC1A	2111.28	2053.58	1962.39	1954.31	1779.14	1767.21	1780.84	1696.96	1712.07	1713.28	1740.64	1749.7
TMEFF1	52.4098	79.321	44.4081	18.2341	154.884	152.673	74.9458	55.322	162.634	129.6	36.4291	131.005
ENSG00000241720	15.0684	3.45348	8.24145	7.16323	1.02947	3.47751	4.96924	6.46959	0.885643	9.18729	0	0
RPL7AP30	16.9349	32.6559	3.53095	9.50341	20.609	4.37636	11.0402	16.8795	2.65589	8.35151	12.7772	16.4211
XACT	25.3404	31.1443	32.9555	58.9211	87.3327	41.647	191.302	105.249	28.327	18.3645	81.0962	63.1537
RPSAP52	7.91886	6.67378	9.41587	1.90068	6.16466	3.47058	0	5.53943	1.77044	11.0187	14.3111	17.5427
CBLL1-AS1	10.2945	23.3582	15.3008	15.2055	28.7684	20.8235	15.8955	18.4648	22.1305	20.201	11.9259	10.5256
EOLA1-DT	19.5407	16.2081	14.6571	30.7084	24.5048	29.0074	34.6227	30.7115	27.1821	23.1074	27.0086	40.4387
SPRR2A	266.866	266.937	505.963	474.22	119.133	166.579	123.19	136.639	26.5566	78.0492	53.6666	47.95
ATP5PO	1440.45	1482.7	1467.32	1460.33	1488.78	1383.89	1741.54	1691.38	1666.85	1582.1	1255.79	1378.86
PLEKHO2	131.453	136.127	137.707	148.253	248.642	202.162	169.393	163.397	211.651	228.86	181.183	205.809
C8orf58	85.5237	80.0854	118.875	74.9654	99.6621	84.2057	139.996	106.166	98.0102	88.1497	150.266	114.604
ANOS2P	1.73228	4.44919	5.05485	10.3523	12.6465	9.01972	5.04872	14.1052	6.4975	8.93054	9.54072	3.56919
ENSG00000241860	210.674	161.622	190.216	219.009	266.867	288.782	190.307	153.137	231.338	255.03	269.133	292.363
PISD	753.085	722.992	906.276	863.857	837.367	772.205	859.347	1014.64	820.598	899.86	919.487	942.627
CTDNEP1P1	12.6702	6.67378	7.0619	4.75731	11.3019	3.47058	6.95427	8.30914	3.54088	5.50935	10.7333	7.01708
HOGA1	165.504	129.721	137.455	95.0305	99.6619	146.632	149.86	98.3151	88.6247	75.1413	107.333	64.3197
PWP2	23.7154	29.9587	26.9632	20.191	24.1798	24.8632	12.4268	24.2261	23.0868	18.0688	25.9758	7.66272
ENSG00000241962	7.2034	1.86433	10.8365	10.3791	1.56926	8.27887	15.6796	0.923238	18.184	8.53206	1.89036	3.16E-18
PI4KA	2894.01	2736.68	2801.72	2957.32	2620.06	2629.79	2533.04	3256.92	2481.7	2420.98	2784.04	2768.78
ELOCP19	1.58377	2.22459	4.70794	0	5.13722	2.60294	7.94774	5.53943	3.54088	5.50935	8.34813	14.0342
HYPK	249.832	339.049	584.337	378.49	229.739	390.825	282.272	328.562	461.125	314.527	366.196	396.965
RPL7AP6	145.671	192.31	126.709	130.518	136.046	92.9892	89.5665	100.577	87.1011	80.5641	124.121	139.25
SLC5A4-AS1	41.0711	60.2442	16.4778	18.18	27.6074	42.5146	43.7103	24.0039	69.8793	63.9952	66.2167	64.0766
MUC20-OT1	376.606	428.428	439.018	385.665	412.947	535.053	620.228	711.826	409.581	474.426	644.689	649.343
FOXP1-IT1	4.75132	2.22459	1.17698	0.950341	2.05489	0.867645	5.96081	10.1556	0.88522	2.75468	5.96295	7.00287
RPL9P32	14.3647	30.032	18.5209	8.55307	23.3287	16.4853	11.5544	14.41	4.4261	10.1005	21.7694	22.3102
AMACR	721.191	717.843	505.781	635.007	577.293	572.89	534.436	523.218	519.325	501.589	448.427	421.358
MTFP1	316.755	322.524	242.459	204.323	207.543	192.156	231.478	209.061	193.863	160.69	166.961	192.964
SNHG3	467.213	436.351	665.44	797.224	380.494	472.868	516.603	595.858	471.822	445.753	553.327	674.464
RPL7AP27	3.95943	13.3476	1.17698	0	0	2.60294	0.993468	0	0	0	1.19259	1.16951
CRYZL2P	152.834	183.529	157.716	235.157	81.168	65.0734	103.321	73.859	71.7028	76.2127	94.2147	88.883
NECTIN3-AS1	5.5432	0	1.17698	0.950341	5.13722	4.33823	16.889	4.61619	46.0314	41.3202	40.5481	43.272
ARFGAP3	1273.34	1452.67	1561.86	1226.89	1181.57	1205.17	1064	1041.41	1098.56	1136.77	1082.88	1121.56
C22orf39	501.43	481.845	389.104	366.845	456.798	450.381	401.651	422.04	492.984	511.275	471.805	391.384
ENSG00000242261	11.5273	7.00E-05	6.11057	0.00768952	16.6271	0.0297191	0.78679	6.05636	2.23375	5.72E-05	27.744	21.1686
